EmpID,State,City,Branch,Department,JobRole,Age,AgeGroup,Gender,MaritalStatus,Education,MonthlyIncome,OverTime,BusinessTravel,DistanceFromHome,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,YearsAtCompany,HireDate,Attrition
EMP00467,Selangor,Shah Alam,Shah Alam Branch 2,Operations,Delivery Rider,21,18-25,Male,Single,2,2316,Yes,Travel_Rarely,11,1,4,2,3,2017-01-29,No
EMP00468,Selangor,Shah Alam,Shah Alam Branch 1,Operations,Kitchen Crew,26,26-35,Male,Married,5,2290,No,Non-Travel,4,3,3,2,8,2018-02-10,No
EMP00469,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Finance,Finance Executive,31,26-35,Female,Single,3,3454,No,Non-Travel,14,1,1,4,7,2017-11-15,No
EMP00470,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,HR,HR Executive,52,46-60,Male,Single,4,3874,No,Travel_Frequently,23,4,3,3,13,2023-06-19,No
EMP00471,Sarawak,Kuching,Kuching Branch 1,Sales,Sales Executive,36,36-45,Male,Married,4,3421,Yes,Non-Travel,14,4,1,4,4,2022-06-28,No
EMP00472,Johor,Johor Bahru,Johor Bahru Branch 2,Sales,Sales Executive,27,26-35,Male,Married,3,2727,Yes,Non-Travel,23,3,3,1,9,2019-11-06,No
EMP00473,Selangor,Shah Alam,Shah Alam Branch 1,Operations,Cashier,33,26-35,Male,Single,5,1955,No,Travel_Frequently,3,2,3,4,2,2018-01-20,No
EMP00474,Sabah,Kota Kinabalu,Kota Kinabalu Branch 2,IT,IT Support,41,36-45,Male,Married,3,3565,No,Travel_Rarely,3,1,4,1,2,2020-03-06,No
EMP00475,Johor,Johor Bahru,Johor Bahru Branch 2,Operations,Kitchen Crew,45,36-45,Male,Single,5,2544,No,Travel_Rarely,12,2,3,2,3,2021-06-27,No
EMP00476,Sabah,Kota Kinabalu,Kota Kinabalu Branch 2,Sales,Sales Executive,48,46-60,Male,Single,3,3234,Yes,Non-Travel,21,4,4,1,15,2017-08-08,No
EMP00477,Selangor,Shah Alam,Shah Alam Branch 2,Operations,Cashier,49,46-60,Male,Single,4,2093,No,Non-Travel,12,2,3,1,5,2015-11-17,No
EMP00478,Selangor,Shah Alam,Shah Alam Branch 2,Operations,Kitchen Crew,35,26-35,Male,Married,4,2005,Yes,Non-Travel,23,2,4,3,15,2021-12-04,No
EMP00479,Sarawak,Kuching,Kuching Branch 2,Operations,Cashier,27,26-35,Female,Single,4,2243,No,Non-Travel,23,4,2,1,13,2021-11-25,No
EMP00480,Selangor,Shah Alam,Shah Alam Branch 2,Customer Support,Customer Service,24,18-25,Male,Married,2,2548,No,Non-Travel,24,1,4,3,2,2023-03-26,No
EMP00481,Johor,Johor Bahru,Johor Bahru Branch 2,Operations,Kitchen Crew,27,26-35,Male,Married,2,2428,Yes,Non-Travel,21,1,4,3,2,2021-08-26,Yes
EMP00482,Johor,Johor Bahru,Johor Bahru Branch 2,Operations,Assistant Manager,30,26-35,Female,Married,3,3850,No,Non-Travel,7,4,2,2,2,2021-06-24,No
EMP00483,Johor,Johor Bahru,Johor Bahru Branch 1,IT,IT Support,45,36-45,Male,Married,4,3198,Yes,Travel_Rarely,3,2,3,4,11,2021-08-29,No
EMP00484,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,HR,HR Executive,31,26-35,Male,Married,4,3611,No,Non-Travel,22,3,3,4,13,2017-11-20,No
EMP00485,Penang,George Town,George Town Branch 2,Operations,Kitchen Crew,40,36-45,Male,Married,3,2239,No,Non-Travel,25,3,3,4,3,2019-03-09,No
EMP00486,Penang,George Town,George Town Branch 2,Operations,Cashier,25,18-25,Male,Married,3,2268,Yes,Travel_Rarely,11,3,3,3,2,2014-06-01,No
EMP00487,Sabah,Kota Kinabalu,Kota Kinabalu Branch 2,Operations,Delivery Rider,44,36-45,Female,Married,2,2546,No,Travel_Rarely,1,2,1,2,14,2014-01-09,No
EMP00488,Penang,George Town,George Town Branch 2,IT,IT Support,51,46-60,Male,Married,4,3755,No,Non-Travel,5,3,1,4,0,2015-01-16,No
EMP00489,Sabah,Kota Kinabalu,Kota Kinabalu Branch 2,Operations,Delivery Rider,33,26-35,Male,Single,3,2271,Yes,Non-Travel,7,2,4,4,1,2018-10-27,No
EMP00490,Sabah,Kota Kinabalu,Kota Kinabalu Branch 2,Operations,Branch Manager,33,26-35,Male,Single,3,7269,No,Travel_Rarely,7,4,1,2,2,2017-06-18,No
EMP00491,Penang,George Town,George Town Branch 1,Operations,Kitchen Crew,42,36-45,Female,Married,4,2353,Yes,Non-Travel,12,1,1,2,8,2020-01-09,Yes
EMP00492,Sarawak,Kuching,Kuching Branch 2,Sales,Sales Executive,40,36-45,Male,Single,5,4134,No,Travel_Rarely,20,2,1,2,8,2022-04-09,No
EMP00493,Sarawak,Kuching,Kuching Branch 1,Operations,Kitchen Crew,54,46-60,Male,Married,2,2459,Yes,Travel_Rarely,18,4,2,1,9,2017-07-24,No
EMP00494,Penang,George Town,George Town Branch 1,Operations,Kitchen Crew,51,46-60,Female,Single,2,1800,No,Travel_Rarely,17,4,1,2,11,2022-07-28,No
EMP00495,Sabah,Kota Kinabalu,Kota Kinabalu Branch 2,Operations,Kitchen Crew,51,46-60,Female,Single,4,1883,Yes,Non-Travel,18,1,3,2,12,2015-04-27,No
EMP00496,Sarawak,Kuching,Kuching Branch 1,Operations,Assistant Manager,55,46-60,Male,Single,3,4961,Yes,Travel_Frequently,16,4,3,4,6,2023-10-31,No
EMP00497,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Customer Support,Customer Service,41,36-45,Male,Married,2,2780,No,Non-Travel,4,1,2,1,14,2021-09-30,No
EMP00498,Johor,Johor Bahru,Johor Bahru Branch 2,Operations,Kitchen Crew,34,26-35,Female,Married,2,2312,No,Non-Travel,18,1,3,1,8,2014-07-16,No
EMP00499,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,Operations,Cashier,23,18-25,Male,Single,2,2745,No,Non-Travel,10,3,4,1,4,2022-04-26,No
EMP00500,Sarawak,Kuching,Kuching Branch 2,Operations,Cashier,54,46-60,Male,Married,3,1800,No,Non-Travel,21,4,4,1,6,2019-08-05,Yes
EMP00501,Penang,George Town,George Town Branch 2,Customer Support,Customer Service,54,46-60,Male,Married,1,2308,Yes,Non-Travel,4,2,4,1,12,2019-05-30,No
EMP00502,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,Operations,Cashier,26,26-35,Female,Married,3,2262,Yes,Travel_Rarely,5,1,3,4,3,2019-03-17,No
EMP00503,Johor,Johor Bahru,Johor Bahru Branch 1,Operations,Delivery Rider,43,36-45,Male,Single,4,2316,No,Travel_Rarely,13,3,4,3,2,2016-09-02,No
EMP00504,Selangor,Shah Alam,Shah Alam Branch 2,HR,HR Executive,26,26-35,Female,Married,1,4229,No,Non-Travel,8,2,2,2,2,2023-11-16,Yes
EMP00505,Selangor,Shah Alam,Shah Alam Branch 1,Operations,Delivery Rider,40,36-45,Female,Divorced,4,2978,No,Non-Travel,21,3,3,1,11,2014-05-09,Yes
EMP00506,Johor,Johor Bahru,Johor Bahru Branch 2,Customer Support,Customer Service,34,26-35,Male,Married,2,2852,Yes,Travel_Rarely,12,4,4,3,1,2017-11-20,No
EMP00507,Selangor,Shah Alam,Shah Alam Branch 2,Operations,Kitchen Crew,23,18-25,Male,Single,1,1800,No,Travel_Rarely,2,4,2,2,8,2019-01-27,No
EMP00508,Sarawak,Kuching,Kuching Branch 1,Operations,Cashier,21,18-25,Female,Single,3,2641,No,Non-Travel,14,4,3,3,2,2022-12-03,No
EMP00509,Sabah,Kota Kinabalu,Kota Kinabalu Branch 2,Operations,Cashier,55,46-60,Female,Divorced,3,2187,No,Travel_Rarely,21,1,2,1,6,2017-05-24,Yes
EMP00510,Selangor,Shah Alam,Shah Alam Branch 1,Operations,Kitchen Crew,41,36-45,Male,Single,2,2115,No,Non-Travel,19,3,1,4,4,2023-08-21,No
EMP00511,Penang,George Town,George Town Branch 1,Operations,Delivery Rider,42,36-45,Male,Divorced,2,1875,Yes,Travel_Rarely,24,2,2,1,9,2021-09-12,No
EMP00512,Selangor,Shah Alam,Shah Alam Branch 1,Operations,Kitchen Crew,41,36-45,Female,Single,3,2309,No,Travel_Rarely,20,2,2,4,4,2019-01-25,No
EMP00513,Selangor,Shah Alam,Shah Alam Branch 2,Operations,Kitchen Crew,38,36-45,Male,Married,3,1849,Yes,Travel_Rarely,19,1,3,3,6,2022-04-23,Yes
EMP00514,Sarawak,Kuching,Kuching Branch 1,Operations,Cashier,20,18-25,Male,Married,1,1991,Yes,Travel_Rarely,10,3,3,1,1,2023-02-10,No
EMP00515,Sarawak,Kuching,Kuching Branch 2,Operations,Kitchen Crew,41,36-45,Female,Married,2,1902,No,Non-Travel,9,4,2,4,9,2014-01-11,No
EMP00516,Sarawak,Kuching,Kuching Branch 2,Customer Support,Customer Service,21,18-25,Female,Single,3,2484,No,Non-Travel,16,1,4,3,13,2017-09-23,No
EMP00517,Sarawak,Kuching,Kuching Branch 1,IT,IT Support,38,36-45,Male,Single,3,3435,Yes,Travel_Frequently,23,1,1,4,13,2021-07-27,Yes
EMP00518,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Sales,Sales Executive,29,26-35,Female,Single,3,2997,No,Travel_Rarely,10,4,1,4,7,2017-03-31,No
EMP00519,Penang,George Town,George Town Branch 2,Operations,Assistant Manager,44,36-45,Male,Single,2,4064,No,Travel_Rarely,16,3,4,3,13,2019-01-20,No
EMP00520,Selangor,Shah Alam,Shah Alam Branch 1,Operations,Kitchen Crew,23,18-25,Male,Single,3,2440,No,Non-Travel,10,1,4,4,9,2014-08-23,No
EMP00521,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Sales,Sales Executive,32,26-35,Female,Single,4,3436,Yes,Travel_Rarely,16,4,4,4,14,2016-08-24,Yes
EMP00522,Sarawak,Kuching,Kuching Branch 1,Operations,Kitchen Crew,24,18-25,Female,Single,2,2967,No,Non-Travel,4,4,2,2,14,2016-02-28,No
EMP00523,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,Sales,Sales Executive,45,36-45,Female,Single,4,3288,No,Non-Travel,14,3,4,3,0,2019-09-27,No
EMP00524,Selangor,Shah Alam,Shah Alam Branch 2,Operations,Assistant Manager,54,46-60,Male,Single,3,4116,Yes,Non-Travel,17,1,3,3,6,2023-05-10,No
EMP00525,Selangor,Shah Alam,Shah Alam Branch 1,Operations,Branch Manager,53,46-60,Female,Single,2,7380,No,Travel_Frequently,3,4,4,3,0,2016-06-09,No
EMP00526,Johor,Johor Bahru,Johor Bahru Branch 2,Sales,Sales Executive,45,36-45,Male,Married,3,3108,No,Non-Travel,2,3,2,3,11,2015-12-26,No
EMP00527,Johor,Johor Bahru,Johor Bahru Branch 1,Operations,Cashier,34,26-35,Female,Single,2,2366,Yes,Travel_Rarely,15,1,2,4,13,2016-12-21,Yes
EMP00528,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,Operations,Kitchen Crew,51,46-60,Female,Single,2,2003,No,Non-Travel,9,4,3,3,5,2022-01-05,No
EMP00529,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,IT,IT Support,24,18-25,Male,Single,2,3297,No,Travel_Rarely,22,3,2,3,12,2017-03-01,No
EMP00530,Selangor,Shah Alam,Shah Alam Branch 2,Operations,Kitchen Crew,51,46-60,Female,Single,4,2373,No,Non-Travel,25,1,2,2,15,2020-05-30,No
EMP00531,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Operations,Kitchen Crew,48,46-60,Female,Married,4,2079,No,Non-Travel,9,1,4,1,5,2019-11-08,No
EMP00532,Penang,George Town,George Town Branch 1,Operations,Cashier,27,26-35,Male,Married,3,2068,Yes,Travel_Rarely,20,3,2,1,9,2019-08-10,No
EMP00533,Selangor,Shah Alam,Shah Alam Branch 1,Finance,Finance Executive,40,36-45,Female,Married,4,3180,No,Travel_Rarely,3,2,1,1,5,2023-10-13,Yes
EMP00534,Johor,Johor Bahru,Johor Bahru Branch 2,HR,HR Executive,32,26-35,Female,Single,3,4541,No,Non-Travel,8,4,1,2,1,2022-05-24,No
EMP00535,Sabah,Kota Kinabalu,Kota Kinabalu Branch 2,Operations,Assistant Manager,40,36-45,Male,Single,4,4542,No,Non-Travel,15,3,3,2,7,2018-12-28,No
EMP00536,Johor,Johor Bahru,Johor Bahru Branch 2,Operations,Cashier,35,26-35,Female,Married,2,2292,No,Non-Travel,7,2,2,2,1,2018-04-10,No
EMP00537,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,IT,IT Support,33,26-35,Female,Married,3,3329,No,Travel_Rarely,12,4,1,2,1,2015-06-02,No
EMP00538,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,Operations,Delivery Rider,28,26-35,Male,Single,5,1855,Yes,Travel_Rarely,21,2,4,3,2,2018-06-17,No
EMP00539,Penang,George Town,George Town Branch 1,Operations,Cashier,27,26-35,Female,Divorced,3,2297,No,Travel_Rarely,5,3,2,2,15,2019-11-12,No
EMP00540,Sarawak,Kuching,Kuching Branch 2,Customer Support,Customer Service,34,26-35,Female,Single,5,2708,Yes,Non-Travel,13,3,2,4,7,2017-12-17,No
EMP00541,Penang,George Town,George Town Branch 1,Operations,Kitchen Crew,52,46-60,Female,Single,2,1800,No,Non-Travel,17,1,3,1,10,2018-03-30,No
EMP00542,Sabah,Kota Kinabalu,Kota Kinabalu Branch 2,Operations,Kitchen Crew,26,26-35,Male,Single,2,1887,Yes,Non-Travel,5,4,4,1,13,2019-02-08,No
EMP00543,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,Operations,Branch Manager,19,18-25,Male,Single,3,6432,No,Travel_Frequently,10,4,3,4,8,2017-07-18,No
EMP00544,Sabah,Kota Kinabalu,Kota Kinabalu Branch 2,Finance,Finance Executive,37,36-45,Male,Married,4,4342,No,Non-Travel,16,1,2,4,2,2020-08-24,No
EMP00545,Johor,Johor Bahru,Johor Bahru Branch 2,Operations,Kitchen Crew,20,18-25,Male,Married,3,2253,No,Travel_Rarely,25,1,4,4,11,2019-04-18,No
EMP00546,Johor,Johor Bahru,Johor Bahru Branch 1,Operations,Cashier,55,46-60,Male,Single,4,1800,Yes,Non-Travel,6,3,3,3,12,2015-03-29,Yes
EMP00547,Sabah,Kota Kinabalu,Kota Kinabalu Branch 2,Operations,Cashier,50,46-60,Female,Single,3,2235,Yes,Non-Travel,16,1,4,3,8,2015-07-15,No
EMP00548,Penang,George Town,George Town Branch 2,Operations,Kitchen Crew,49,46-60,Female,Married,2,2253,No,Non-Travel,8,1,1,1,12,2020-03-11,No
EMP00549,Selangor,Shah Alam,Shah Alam Branch 2,Sales,Sales Executive,33,26-35,Female,Divorced,3,2884,No,Non-Travel,13,2,4,2,12,2017-02-12,Yes
EMP00550,Selangor,Shah Alam,Shah Alam Branch 1,Operations,Cashier,49,46-60,Male,Married,1,2196,No,Non-Travel,13,1,2,1,5,2015-06-09,No
EMP00551,Penang,George Town,George Town Branch 1,Customer Support,Customer Service,32,26-35,Male,Single,3,2388,No,Non-Travel,24,4,2,1,14,2022-05-31,No
EMP00552,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,Sales,Sales Executive,49,46-60,Female,Single,3,2593,Yes,Non-Travel,12,4,3,1,13,2022-09-25,No
EMP00553,Sarawak,Kuching,Kuching Branch 1,Operations,Kitchen Crew,55,46-60,Male,Married,2,2301,Yes,Non-Travel,25,2,2,4,12,2015-10-25,No
EMP00554,Johor,Johor Bahru,Johor Bahru Branch 2,Operations,Cashier,52,46-60,Female,Single,2,2440,No,Non-Travel,24,2,3,2,1,2019-01-28,No
EMP00555,Penang,George Town,George Town Branch 2,Operations,Cashier,25,18-25,Male,Married,2,2504,Yes,Travel_Rarely,12,3,4,3,15,2016-07-21,Yes
EMP00556,Selangor,Shah Alam,Shah Alam Branch 2,Operations,Cashier,49,46-60,Male,Single,1,2408,Yes,Travel_Rarely,17,4,3,4,10,2014-11-25,No
EMP00557,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,Operations,Kitchen Crew,46,46-60,Female,Single,1,2208,No,Travel_Rarely,8,1,2,3,2,2020-09-13,No
EMP00558,Sarawak,Kuching,Kuching Branch 1,Operations,Delivery Rider,54,46-60,Male,Single,4,2194,No,Non-Travel,6,1,3,2,13,2017-06-01,No
EMP00559,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,Operations,Cashier,44,36-45,Male,Married,3,1871,No,Non-Travel,19,1,2,3,15,2018-07-15,Yes
EMP00560,Johor,Johor Bahru,Johor Bahru Branch 1,Operations,Kitchen Crew,27,26-35,Male,Single,5,1800,No,Travel_Rarely,25,1,2,2,7,2018-09-12,No
EMP00561,Johor,Johor Bahru,Johor Bahru Branch 2,Operations,Kitchen Crew,54,46-60,Male,Single,3,2322,No,Travel_Frequently,6,4,4,1,10,2018-01-22,No
EMP00562,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,Sales,Sales Executive,43,36-45,Male,Married,1,3545,Yes,Non-Travel,6,2,3,3,3,2015-04-04,No
EMP00563,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,Operations,Cashier,31,26-35,Male,Married,3,2075,No,Non-Travel,25,3,2,4,6,2014-04-10,No
EMP00564,Johor,Johor Bahru,Johor Bahru Branch 2,Customer Support,Customer Service,52,46-60,Female,Single,4,2967,No,Travel_Rarely,8,4,1,2,14,2021-10-02,Yes
EMP00565,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,Operations,Cashier,27,26-35,Female,Married,3,2468,No,Travel_Rarely,18,1,3,3,1,2014-01-12,No
EMP00566,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,Operations,Cashier,51,46-60,Female,Married,3,2339,No,Travel_Rarely,15,3,3,3,14,2016-03-22,No
EMP00567,Sarawak,Kuching,Kuching Branch 1,Finance,Finance Executive,23,18-25,Female,Divorced,3,3819,No,Travel_Rarely,23,2,2,3,12,2015-07-02,No
EMP00568,Selangor,Shah Alam,Shah Alam Branch 1,Operations,Delivery Rider,30,26-35,Female,Married,2,2910,No,Non-Travel,24,3,4,3,7,2018-10-07,No
EMP00569,Penang,George Town,George Town Branch 2,Operations,Kitchen Crew,50,46-60,Female,Married,3,2670,Yes,Travel_Frequently,14,2,4,3,0,2020-05-26,No
EMP00570,Selangor,Shah Alam,Shah Alam Branch 1,HR,HR Executive,20,18-25,Male,Single,2,3157,Yes,Travel_Rarely,24,2,2,3,8,2021-08-29,No
EMP00571,Penang,George Town,George Town Branch 2,Operations,Kitchen Crew,47,46-60,Female,Married,3,2363,No,Travel_Rarely,15,2,4,1,4,2015-10-16,No
EMP00572,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,Operations,Cashier,52,46-60,Female,Married,3,2348,No,Travel_Rarely,4,2,4,4,11,2017-06-03,No
EMP00573,Selangor,Shah Alam,Shah Alam Branch 2,Operations,Branch Manager,25,18-25,Female,Single,1,5646,No,Travel_Rarely,18,3,4,3,10,2023-03-06,No
EMP00574,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,Operations,Cashier,44,36-45,Female,Single,3,2399,No,Travel_Rarely,22,1,1,3,0,2023-08-12,No
EMP00575,Sarawak,Kuching,Kuching Branch 2,Operations,Cashier,47,46-60,Male,Single,1,2508,Yes,Non-Travel,25,3,1,1,2,2021-07-01,Yes
EMP00576,Sarawak,Kuching,Kuching Branch 2,Operations,Kitchen Crew,45,36-45,Female,Married,1,2095,No,Non-Travel,2,1,2,4,4,2023-10-22,Yes
EMP00577,Sarawak,Kuching,Kuching Branch 2,IT,IT Support,28,26-35,Female,Married,3,3456,Yes,Travel_Frequently,13,4,3,4,6,2022-02-05,No
EMP00578,Penang,George Town,George Town Branch 1,Operations,Assistant Manager,31,26-35,Female,Married,4,4474,No,Non-Travel,19,2,3,2,14,2019-01-12,No
EMP00579,Sarawak,Kuching,Kuching Branch 2,Operations,Kitchen Crew,52,46-60,Male,Single,3,2756,Yes,Non-Travel,15,3,3,2,7,2019-03-21,No
EMP00580,Selangor,Shah Alam,Shah Alam Branch 2,Finance,Finance Executive,21,18-25,Female,Single,3,4478,No,Travel_Rarely,4,3,2,4,10,2017-10-20,Yes
EMP00581,Penang,George Town,George Town Branch 1,Operations,Cashier,33,26-35,Male,Married,3,2051,No,Non-Travel,9,2,3,3,15,2016-09-15,No
EMP00582,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,Customer Support,Customer Service,40,36-45,Male,Single,5,2462,No,Non-Travel,16,4,2,2,7,2017-01-06,No
EMP00583,Selangor,Shah Alam,Shah Alam Branch 1,Operations,Cashier,26,26-35,Female,Married,1,2287,No,Non-Travel,7,1,4,3,4,2015-01-27,No
EMP00584,Sarawak,Kuching,Kuching Branch 2,Operations,Kitchen Crew,40,36-45,Male,Married,2,2320,No,Non-Travel,24,1,1,3,0,2020-07-29,No
EMP00585,Selangor,Shah Alam,Shah Alam Branch 1,Operations,Kitchen Crew,42,36-45,Male,Single,3,2296,No,Non-Travel,10,4,1,3,6,2017-10-28,No
EMP00586,Selangor,Shah Alam,Shah Alam Branch 2,Operations,Kitchen Crew,21,18-25,Male,Single,3,1943,Yes,Non-Travel,23,2,2,4,12,2017-03-02,No
EMP00587,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Operations,Kitchen Crew,39,36-45,Male,Single,5,2357,No,Travel_Rarely,8,4,4,4,10,2021-09-09,No
EMP00588,Sarawak,Kuching,Kuching Branch 1,Operations,Assistant Manager,51,46-60,Female,Married,1,4455,No,Travel_Rarely,17,4,4,3,9,2020-03-29,No
EMP00589,Sarawak,Kuching,Kuching Branch 2,Operations,Kitchen Crew,51,46-60,Female,Single,2,2135,No,Non-Travel,2,2,1,3,8,2020-02-07,No
EMP00590,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,Operations,Delivery Rider,27,26-35,Female,Single,3,2551,Yes,Travel_Rarely,5,2,3,2,12,2015-06-21,Yes
EMP00591,Selangor,Shah Alam,Shah Alam Branch 1,IT,IT Support,24,18-25,Male,Married,2,4025,No,Travel_Rarely,4,4,2,1,9,2018-08-24,No
EMP00592,Penang,George Town,George Town Branch 1,Finance,Finance Executive,36,36-45,Male,Married,3,4583,No,Non-Travel,8,2,4,3,2,2015-06-27,No
EMP00593,Sarawak,Kuching,Kuching Branch 2,HR,HR Executive,29,26-35,Female,Married,3,4419,No,Travel_Rarely,19,2,4,4,10,2018-01-23,No
EMP00594,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Customer Support,Customer Service,48,46-60,Male,Married,3,2245,Yes,Travel_Rarely,17,4,4,3,4,2015-07-13,No
EMP00595,Sarawak,Kuching,Kuching Branch 1,Operations,Cashier,54,46-60,Male,Married,3,2342,No,Travel_Rarely,4,3,2,1,3,2015-03-04,Yes
EMP00596,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,HR,HR Executive,48,46-60,Female,Single,3,4545,No,Travel_Rarely,22,1,4,3,10,2019-02-17,No
EMP00597,Johor,Johor Bahru,Johor Bahru Branch 2,Operations,Kitchen Crew,25,18-25,Female,Married,2,2681,No,Non-Travel,3,1,4,4,8,2023-03-30,No
EMP00598,Penang,George Town,George Town Branch 2,Customer Support,Customer Service,52,46-60,Male,Single,3,1916,No,Travel_Rarely,1,1,3,2,5,2018-05-14,No
EMP00599,Penang,George Town,George Town Branch 2,Customer Support,Customer Service,37,36-45,Female,Married,4,2445,No,Non-Travel,16,2,2,2,10,2020-01-23,No
EMP00600,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,Operations,Kitchen Crew,46,46-60,Female,Married,1,2360,No,Non-Travel,4,3,1,2,1,2018-02-15,No
EMP00601,Selangor,Shah Alam,Shah Alam Branch 1,IT,IT Support,46,46-60,Female,Married,3,2631,No,Travel_Rarely,1,2,1,2,11,2020-08-03,No
EMP00602,Johor,Johor Bahru,Johor Bahru Branch 2,Operations,Kitchen Crew,44,36-45,Male,Married,1,2395,No,Non-Travel,2,2,3,4,1,2016-06-06,No
EMP00603,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,Finance,Finance Executive,19,18-25,Female,Single,2,3340,No,Travel_Rarely,5,1,4,1,5,2022-12-27,No
EMP00604,Selangor,Shah Alam,Shah Alam Branch 1,Customer Support,Customer Service,28,26-35,Male,Single,4,2468,Yes,Travel_Frequently,6,3,4,4,12,2022-09-02,Yes
EMP00605,Johor,Johor Bahru,Johor Bahru Branch 2,Operations,Kitchen Crew,30,26-35,Female,Single,2,2120,No,Travel_Rarely,10,3,3,3,12,2015-06-11,No
EMP00606,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,HR,HR Executive,31,26-35,Male,Single,2,3523,No,Travel_Frequently,4,1,2,1,9,2020-04-06,No
EMP00607,Penang,George Town,George Town Branch 2,Sales,Sales Executive,41,36-45,Female,Married,2,3360,Yes,Non-Travel,4,2,3,1,6,2015-09-10,No
EMP00608,Sarawak,Kuching,Kuching Branch 2,Sales,Sales Executive,46,46-60,Male,Single,4,2622,Yes,Travel_Rarely,7,3,3,3,9,2015-05-27,No
EMP00609,Sarawak,Kuching,Kuching Branch 1,Sales,Sales Executive,49,46-60,Male,Single,4,3692,Yes,Non-Travel,12,3,3,3,15,2014-09-28,No
EMP00610,Selangor,Shah Alam,Shah Alam Branch 1,HR,HR Executive,47,46-60,Female,Married,3,3896,No,Travel_Rarely,22,3,2,3,10,2022-06-22,Yes
EMP00611,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,Operations,Cashier,41,36-45,Male,Married,3,2306,No,Non-Travel,22,3,3,3,7,2023-06-27,Yes
EMP00612,Selangor,Shah Alam,Shah Alam Branch 2,Operations,Kitchen Crew,33,26-35,Male,Single,3,2605,No,Non-Travel,10,4,2,3,1,2014-07-19,No
EMP00613,Sabah,Kota Kinabalu,Kota Kinabalu Branch 2,Operations,Cashier,52,46-60,Female,Married,5,2461,No,Non-Travel,3,4,4,3,13,2015-06-23,No
EMP00614,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Finance,Finance Executive,47,46-60,Female,Married,5,4193,No,Travel_Frequently,24,4,1,4,15,2023-07-12,No
EMP00615,Johor,Johor Bahru,Johor Bahru Branch 2,Finance,Finance Executive,51,46-60,Female,Single,4,4384,No,Travel_Rarely,6,2,3,3,15,2020-02-19,No
EMP00616,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,Operations,Kitchen Crew,54,46-60,Male,Single,3,2588,No,Travel_Rarely,11,4,1,1,0,2020-06-01,No
EMP00617,Johor,Johor Bahru,Johor Bahru Branch 2,Operations,Kitchen Crew,27,26-35,Female,Single,3,2004,No,Non-Travel,21,1,4,2,7,2023-08-07,No
EMP00618,Johor,Johor Bahru,Johor Bahru Branch 2,Operations,Cashier,44,36-45,Female,Married,4,2301,No,Non-Travel,23,4,3,2,7,2016-09-20,No
EMP00619,Selangor,Shah Alam,Shah Alam Branch 2,Operations,Assistant Manager,55,46-60,Female,Married,2,3651,Yes,Travel_Rarely,6,3,4,1,1,2020-05-18,No
EMP00620,Sarawak,Kuching,Kuching Branch 2,Operations,Kitchen Crew,46,46-60,Female,Single,3,1958,Yes,Non-Travel,4,3,4,4,13,2016-10-27,No
EMP00621,Sabah,Kota Kinabalu,Kota Kinabalu Branch 2,Customer Support,Customer Service,48,46-60,Male,Divorced,5,2387,No,Non-Travel,16,1,2,4,7,2019-08-15,No
