TransactionID,Date,State,City,Branch,Region,Product,Quantity,Unit Price,Total Sale,Employee,Channel,PaymentMethod
TXN0027017,2024-06-15,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Fries,2,5.9,11.8,SalesRep_11,Takeaway,Card
TXN0027018,2024-06-15,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Fries,3,5.9,17.7,SalesRep_09,Dine-in,eWallet
TXN0027019,2024-06-15,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Cheese Burger,1,13.9,13.9,SalesRep_09,Takeaway,Cash
TXN0027020,2024-06-15,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Fries,3,5.6,16.8,SalesRep_12,Delivery,eWallet
TXN0027021,2024-06-15,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Fries,3,5.9,17.7,SalesRep_09,Delivery,eWallet
TXN0027022,2024-06-15,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Beef Burger,2,12.26,24.52,SalesRep_05,Takeaway,eWallet
TXN0027023,2024-06-15,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Chicken Burger,2,10.9,21.8,SalesRep_02,Dine-in,Cash
TXN0027024,2024-06-15,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Spicy Burger,3,14.9,44.7,SalesRep_03,Takeaway,eWallet
TXN0027025,2024-06-15,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Chicken Burger,3,10.9,32.7,SalesRep_04,Dine-in,eWallet
TXN0027026,2024-06-15,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Chicken Burger,1,10.9,10.9,SalesRep_08,Takeaway,Card
TXN0027027,2024-06-15,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Chicken Burger,2,10.9,21.8,SalesRep_04,Dine-in,eWallet
TXN0027028,2024-06-15,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Chicken Burger,2,10.9,21.8,SalesRep_02,Delivery,Cash
TXN0027029,2024-06-15,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Spicy Burger,3,14.9,44.7,SalesRep_10,Dine-in,eWallet
TXN0027030,2024-06-15,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Spicy Burger,1,14.9,14.9,SalesRep_08,Takeaway,eWallet
TXN0027031,2024-06-15,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Soft Drink,1,3.9,3.9,SalesRep_02,Dine-in,eWallet
TXN0027032,2024-06-15,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Cheese Burger,1,13.9,13.9,SalesRep_10,Takeaway,eWallet
TXN0027033,2024-06-15,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Soft Drink,3,3.9,11.7,SalesRep_06,Delivery,eWallet
TXN0027034,2024-06-15,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Fries,3,5.9,17.7,SalesRep_12,Takeaway,eWallet
TXN0027035,2024-06-15,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Soft Drink,3,3.9,11.7,SalesRep_01,Dine-in,Cash
TXN0027036,2024-06-15,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Cheese Burger,3,13.9,41.7,SalesRep_07,Dine-in,eWallet
TXN0027037,2024-06-15,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Chicken Burger,3,10.9,32.7,SalesRep_05,Dine-in,Cash
TXN0027038,2024-06-15,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Chicken Burger,2,10.9,21.8,SalesRep_05,Dine-in,eWallet
TXN0027039,2024-06-15,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Beef Burger,2,12.9,25.8,SalesRep_03,Dine-in,eWallet
TXN0027040,2024-06-15,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Soft Drink,2,3.9,7.8,SalesRep_06,Dine-in,Card
TXN0027041,2024-06-15,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Beef Burger,1,12.9,12.9,SalesRep_04,Delivery,Card
TXN0027042,2024-06-15,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Soft Drink,2,3.9,7.8,SalesRep_10,Dine-in,Cash
TXN0027043,2024-06-15,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Chicken Burger,3,10.9,32.7,SalesRep_05,Dine-in,Card
TXN0027044,2024-06-15,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Cheese Burger,2,13.9,27.8,SalesRep_09,Takeaway,Cash
TXN0027045,2024-06-15,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Beef Burger,2,12.9,25.8,SalesRep_09,Takeaway,Cash
TXN0027046,2024-06-15,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Chicken Burger,1,10.9,10.9,SalesRep_12,Dine-in,Card
TXN0027047,2024-06-15,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Beef Burger,1,10.96,10.96,SalesRep_02,Dine-in,eWallet
TXN0027048,2024-06-15,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Chicken Burger,1,10.9,10.9,SalesRep_06,Dine-in,eWallet
TXN0027049,2024-06-15,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Chicken Burger,3,10.9,32.7,SalesRep_12,Delivery,Card
TXN0027050,2024-06-15,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Fries,1,5.9,5.9,SalesRep_06,Dine-in,eWallet
TXN0027051,2024-06-15,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Beef Burger,1,12.9,12.9,SalesRep_04,Dine-in,Card
TXN0027052,2024-06-15,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Soft Drink,3,3.9,11.7,SalesRep_12,Delivery,Card
TXN0027053,2024-06-15,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Beef Burger,1,12.9,12.9,SalesRep_03,Takeaway,Card
TXN0027054,2024-06-15,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Veggie Burger,2,11.9,23.8,SalesRep_03,Dine-in,eWallet
TXN0027055,2024-06-15,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Cheese Burger,2,12.51,25.02,SalesRep_02,Dine-in,eWallet
TXN0027056,2024-06-15,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Cheese Burger,1,13.9,13.9,SalesRep_02,Takeaway,eWallet
TXN0027057,2024-06-15,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Chicken Burger,3,10.9,32.7,SalesRep_05,Delivery,Cash
TXN0027058,2024-06-15,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Cheese Burger,2,13.9,27.8,SalesRep_08,Dine-in,Card
TXN0027059,2024-06-15,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Veggie Burger,3,11.9,35.7,SalesRep_08,Delivery,Cash
TXN0027060,2024-06-15,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Soft Drink,3,3.9,11.7,SalesRep_09,Takeaway,eWallet
TXN0027061,2024-06-15,Johor,Johor Bahru,Johor Bahru Branch 2,Johor,Cheese Burger,2,13.9,27.8,SalesRep_09,Dine-in,Cash
TXN0027062,2024-06-15,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,Sabah,Chicken Burger,3,10.9,32.7,SalesRep_08,Dine-in,eWallet
TXN0027063,2024-06-15,Sabah,Kota Kinabalu,Kota Kinabalu Branch 1,Sabah,Veggie Burger,3,11.9,35.7,SalesRep_11,Dine-in,eWallet
TXN0027064,2024-06-15,Sabah,Kota Kinabalu,Kota Kinabalu Branch 2,Sabah,Soft Drink,1,3.9,3.9,SalesRep_06,Dine-in,Cash
TXN0027065,2024-06-15,Sabah,Kota Kinabalu,Kota Kinabalu Branch 2,Sabah,Fries,2,5.9,11.8,SalesRep_05,Dine-in,Card
TXN0027066,2024-06-15,Sarawak,Kuching,Kuching Branch 1,Sarawak,Fries,3,5.6,16.8,SalesRep_11,Takeaway,Card
TXN0027067,2024-06-15,Sarawak,Kuching,Kuching Branch 1,Sarawak,Fries,1,5.9,5.9,SalesRep_12,Takeaway,Card
TXN0027068,2024-06-15,Sarawak,Kuching,Kuching Branch 1,Sarawak,Cheese Burger,1,13.9,13.9,SalesRep_06,Dine-in,Cash
TXN0027069,2024-06-15,Sarawak,Kuching,Kuching Branch 1,Sarawak,Chicken Burger,3,10.9,32.7,SalesRep_10,Takeaway,eWallet
TXN0027070,2024-06-15,Sarawak,Kuching,Kuching Branch 1,Sarawak,Beef Burger,3,12.9,38.7,SalesRep_05,Dine-in,eWallet
TXN0027071,2024-06-15,Sarawak,Kuching,Kuching Branch 1,Sarawak,Chicken Burger,2,10.9,21.8,SalesRep_04,Dine-in,eWallet
TXN0027072,2024-06-15,Sarawak,Kuching,Kuching Branch 1,Sarawak,Chicken Burger,1,10.9,10.9,SalesRep_07,Dine-in,eWallet
TXN0027073,2024-06-15,Sarawak,Kuching,Kuching Branch 1,Sarawak,Fries,3,5.9,17.7,SalesRep_04,Takeaway,Card
TXN0027074,2024-06-15,Sarawak,Kuching,Kuching Branch 1,Sarawak,Veggie Burger,2,11.9,23.8,SalesRep_12,Dine-in,eWallet
TXN0027075,2024-06-15,Sarawak,Kuching,Kuching Branch 1,Sarawak,Fries,2,5.9,11.8,SalesRep_12,Takeaway,Card
TXN0027076,2024-06-15,Sarawak,Kuching,Kuching Branch 1,Sarawak,Cheese Burger,3,13.9,41.7,SalesRep_04,Takeaway,eWallet
TXN0027077,2024-06-15,Sarawak,Kuching,Kuching Branch 1,Sarawak,Chicken Burger,2,10.9,21.8,SalesRep_10,Takeaway,Cash
TXN0027078,2024-06-15,Sarawak,Kuching,Kuching Branch 1,Sarawak,Fries,3,5.9,17.7,SalesRep_09,Takeaway,eWallet
TXN0027079,2024-06-15,Sarawak,Kuching,Kuching Branch 2,Sarawak,Fries,1,5.9,5.9,SalesRep_11,Takeaway,Card
TXN0027080,2024-06-15,Sarawak,Kuching,Kuching Branch 2,Sarawak,Cheese Burger,3,13.9,41.7,SalesRep_01,Dine-in,Card
TXN0027081,2024-06-15,Sarawak,Kuching,Kuching Branch 2,Sarawak,Beef Burger,2,11.61,23.22,SalesRep_05,Dine-in,Card
TXN0027082,2024-06-15,Sarawak,Kuching,Kuching Branch 2,Sarawak,Beef Burger,3,12.9,38.7,SalesRep_09,Takeaway,eWallet
TXN0027083,2024-06-15,Sarawak,Kuching,Kuching Branch 2,Sarawak,Chicken Burger,3,10.9,32.7,SalesRep_09,Takeaway,Card
TXN0027084,2024-06-15,Sarawak,Kuching,Kuching Branch 2,Sarawak,Chicken Burger,2,10.9,21.8,SalesRep_10,Dine-in,Cash
TXN0027085,2024-06-15,Sarawak,Kuching,Kuching Branch 2,Sarawak,Beef Burger,2,12.9,25.8,SalesRep_08,Takeaway,eWallet
TXN0027086,2024-06-15,Sarawak,Kuching,Kuching Branch 2,Sarawak,Cheese Burger,3,13.9,41.7,SalesRep_03,Takeaway,eWallet
TXN0027087,2024-06-15,Sarawak,Kuching,Kuching Branch 2,Sarawak,Spicy Burger,3,14.9,44.7,SalesRep_10,Takeaway,eWallet
TXN0027088,2024-06-16,Selangor,Shah Alam,Shah Alam Branch 1,Selangor,Fries,2,5.9,11.8,SalesRep_06,Dine-in,Card
TXN0027089,2024-06-16,Selangor,Shah Alam,Shah Alam Branch 1,Selangor,Fries,2,5.9,11.8,SalesRep_12,Delivery,eWallet
TXN0027090,2024-06-16,Selangor,Shah Alam,Shah Alam Branch 1,Selangor,Cheese Burger,1,13.9,13.9,SalesRep_08,Takeaway,eWallet
TXN0027091,2024-06-16,Selangor,Shah Alam,Shah Alam Branch 1,Selangor,Fries,3,5.9,17.7,SalesRep_07,Takeaway,eWallet
TXN0027092,2024-06-16,Selangor,Shah Alam,Shah Alam Branch 1,Selangor,Fries,1,5.9,5.9,SalesRep_07,Delivery,Cash
TXN0027093,2024-06-16,Selangor,Shah Alam,Shah Alam Branch 1,Selangor,Beef Burger,3,12.9,38.7,SalesRep_02,Takeaway,Card
TXN0027094,2024-06-16,Selangor,Shah Alam,Shah Alam Branch 1,Selangor,Cheese Burger,1,13.9,13.9,SalesRep_02,Takeaway,eWallet
TXN0027095,2024-06-16,Selangor,Shah Alam,Shah Alam Branch 1,Selangor,Soft Drink,3,3.9,11.7,SalesRep_07,Delivery,eWallet
TXN0027096,2024-06-16,Selangor,Shah Alam,Shah Alam Branch 1,Selangor,Soft Drink,1,3.9,3.9,SalesRep_11,Takeaway,eWallet
TXN0027097,2024-06-16,Selangor,Shah Alam,Shah Alam Branch 1,Selangor,Soft Drink,1,3.51,3.51,SalesRep_07,Dine-in,eWallet
TXN0027098,2024-06-16,Selangor,Shah Alam,Shah Alam Branch 1,Selangor,Cheese Burger,3,13.9,41.7,SalesRep_04,Delivery,eWallet
TXN0027099,2024-06-16,Selangor,Shah Alam,Shah Alam Branch 1,Selangor,Spicy Burger,3,14.9,44.7,SalesRep_03,Delivery,Card
TXN0027100,2024-06-16,Selangor,Shah Alam,Shah Alam Branch 1,Selangor,Veggie Burger,3,11.9,35.7,SalesRep_05,Dine-in,eWallet
TXN0027101,2024-06-16,Selangor,Shah Alam,Shah Alam Branch 1,Selangor,Chicken Burger,3,10.9,32.7,SalesRep_10,Delivery,Card
TXN0027102,2024-06-16,Selangor,Shah Alam,Shah Alam Branch 1,Selangor,Cheese Burger,2,13.9,27.8,SalesRep_09,Dine-in,Cash
TXN0027103,2024-06-16,Selangor,Shah Alam,Shah Alam Branch 1,Selangor,Chicken Burger,1,10.9,10.9,SalesRep_04,Dine-in,eWallet
TXN0027104,2024-06-16,Selangor,Shah Alam,Shah Alam Branch 1,Selangor,Chicken Burger,3,10.9,32.7,SalesRep_03,Dine-in,eWallet
TXN0027105,2024-06-16,Selangor,Shah Alam,Shah Alam Branch 1,Selangor,Chicken Burger,1,10.9,10.9,SalesRep_06,Delivery,eWallet
TXN0027106,2024-06-16,Selangor,Shah Alam,Shah Alam Branch 1,Selangor,Cheese Burger,2,13.9,27.8,SalesRep_04,Dine-in,Card
TXN0027107,2024-06-16,Selangor,Shah Alam,Shah Alam Branch 1,Selangor,Beef Burger,2,12.9,25.8,SalesRep_08,Takeaway,Card
TXN0027108,2024-06-16,Selangor,Shah Alam,Shah Alam Branch 1,Selangor,Beef Burger,3,12.9,38.7,SalesRep_11,Takeaway,Card
TXN0027109,2024-06-16,Selangor,Shah Alam,Shah Alam Branch 1,Selangor,Chicken Burger,1,10.36,10.36,SalesRep_05,Dine-in,Cash
TXN0027110,2024-06-16,Selangor,Shah Alam,Shah Alam Branch 1,Selangor,Spicy Burger,1,14.9,14.9,SalesRep_01,Takeaway,Cash
TXN0027111,2024-06-16,Selangor,Shah Alam,Shah Alam Branch 1,Selangor,Chicken Burger,3,10.9,32.7,SalesRep_04,Takeaway,eWallet
TXN0027112,2024-06-16,Selangor,Shah Alam,Shah Alam Branch 1,Selangor,Fries,1,5.9,5.9,SalesRep_10,Delivery,Cash
TXN0027113,2024-06-16,Selangor,Shah Alam,Shah Alam Branch 1,Selangor,Cheese Burger,3,13.9,41.7,SalesRep_11,Dine-in,Cash
TXN0027114,2024-06-16,Selangor,Shah Alam,Shah Alam Branch 1,Selangor,Fries,2,5.9,11.8,SalesRep_11,Delivery,eWallet
TXN0027115,2024-06-16,Selangor,Shah Alam,Shah Alam Branch 2,Selangor,Fries,2,5.9,11.8,SalesRep_03,Takeaway,Card
TXN0027116,2024-06-16,Selangor,Shah Alam,Shah Alam Branch 2,Selangor,Veggie Burger,1,11.9,11.9,SalesRep_07,Dine-in,eWallet
TXN0027117,2024-06-16,Selangor,Shah Alam,Shah Alam Branch 2,Selangor,Soft Drink,2,3.9,7.8,SalesRep_04,Takeaway,eWallet
TXN0027118,2024-06-16,Selangor,Shah Alam,Shah Alam Branch 2,Selangor,Spicy Burger,2,14.9,29.8,SalesRep_02,Takeaway,Card
TXN0027119,2024-06-16,Selangor,Shah Alam,Shah Alam Branch 2,Selangor,Cheese Burger,3,13.2,39.6,SalesRep_07,Dine-in,eWallet
TXN0027120,2024-06-16,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,Kuala Lumpur,Chicken Burger,2,10.9,21.8,SalesRep_03,Dine-in,Card
TXN0027121,2024-06-16,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,Kuala Lumpur,Cheese Burger,1,13.9,13.9,SalesRep_01,Delivery,Cash
TXN0027122,2024-06-16,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,Kuala Lumpur,Fries,2,5.9,11.8,SalesRep_02,Dine-in,Card
TXN0027123,2024-06-16,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,Kuala Lumpur,Fries,3,5.9,17.7,SalesRep_08,Dine-in,Card
TXN0027124,2024-06-16,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,Kuala Lumpur,Soft Drink,2,3.9,7.8,SalesRep_04,Takeaway,Cash
TXN0027125,2024-06-16,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,Kuala Lumpur,Cheese Burger,2,13.2,26.4,SalesRep_04,Dine-in,Card
TXN0027126,2024-06-16,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,Kuala Lumpur,Chicken Burger,1,10.9,10.9,SalesRep_07,Dine-in,Cash
TXN0027127,2024-06-16,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,Kuala Lumpur,Cheese Burger,2,11.82,23.64,SalesRep_08,Delivery,Cash
TXN0027128,2024-06-16,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,Kuala Lumpur,Chicken Burger,3,10.9,32.7,SalesRep_08,Dine-in,Cash
TXN0027129,2024-06-16,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,Kuala Lumpur,Veggie Burger,1,11.9,11.9,SalesRep_02,Takeaway,eWallet
TXN0027130,2024-06-16,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,Kuala Lumpur,Soft Drink,2,3.9,7.8,SalesRep_09,Delivery,Card
TXN0027131,2024-06-16,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,Kuala Lumpur,Fries,2,5.9,11.8,SalesRep_12,Dine-in,Cash
TXN0027132,2024-06-16,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,Kuala Lumpur,Cheese Burger,1,13.9,13.9,SalesRep_11,Takeaway,Cash
TXN0027133,2024-06-16,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,Kuala Lumpur,Spicy Burger,1,14.9,14.9,SalesRep_08,Dine-in,Cash
TXN0027134,2024-06-16,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,Kuala Lumpur,Fries,3,5.9,17.7,SalesRep_11,Dine-in,Cash
TXN0027135,2024-06-16,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,Kuala Lumpur,Beef Burger,2,12.9,25.8,SalesRep_11,Takeaway,Card
TXN0027136,2024-06-16,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,Kuala Lumpur,Beef Burger,2,12.9,25.8,SalesRep_06,Takeaway,Card
TXN0027137,2024-06-16,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,Kuala Lumpur,Chicken Burger,3,10.9,32.7,SalesRep_03,Delivery,eWallet
TXN0027138,2024-06-16,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,Kuala Lumpur,Beef Burger,3,12.9,38.7,SalesRep_07,Takeaway,Cash
TXN0027139,2024-06-16,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,Kuala Lumpur,Fries,2,5.9,11.8,SalesRep_08,Dine-in,Card
TXN0027140,2024-06-16,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,Kuala Lumpur,Fries,2,5.9,11.8,SalesRep_01,Takeaway,Cash
TXN0027141,2024-06-16,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,Kuala Lumpur,Fries,2,5.9,11.8,SalesRep_10,Takeaway,eWallet
TXN0027142,2024-06-16,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,Kuala Lumpur,Fries,1,5.9,5.9,SalesRep_08,Delivery,Card
TXN0027143,2024-06-16,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 1,Kuala Lumpur,Fries,2,5.9,11.8,SalesRep_09,Delivery,eWallet
TXN0027144,2024-06-16,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Kuala Lumpur,Chicken Burger,1,10.9,10.9,SalesRep_03,Takeaway,eWallet
TXN0027145,2024-06-16,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Kuala Lumpur,Fries,2,5.9,11.8,SalesRep_07,Takeaway,Card
TXN0027146,2024-06-16,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Kuala Lumpur,Chicken Burger,2,10.9,21.8,SalesRep_03,Dine-in,eWallet
TXN0027147,2024-06-16,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Kuala Lumpur,Spicy Burger,2,14.9,29.8,SalesRep_04,Takeaway,Card
TXN0027148,2024-06-16,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Kuala Lumpur,Veggie Burger,3,11.9,35.7,SalesRep_09,Takeaway,eWallet
TXN0027149,2024-06-16,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Kuala Lumpur,Chicken Burger,3,10.9,32.7,SalesRep_07,Takeaway,eWallet
TXN0027150,2024-06-16,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Kuala Lumpur,Beef Burger,3,12.9,38.7,SalesRep_06,Dine-in,Card
TXN0027151,2024-06-16,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Kuala Lumpur,Fries,3,5.9,17.7,SalesRep_10,Dine-in,eWallet
TXN0027152,2024-06-16,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Kuala Lumpur,Chicken Burger,3,10.9,32.7,SalesRep_04,Takeaway,Card
TXN0027153,2024-06-16,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Kuala Lumpur,Beef Burger,3,12.9,38.7,SalesRep_07,Takeaway,Cash
TXN0027154,2024-06-16,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Kuala Lumpur,Beef Burger,1,12.9,12.9,SalesRep_09,Dine-in,eWallet
TXN0027155,2024-06-16,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Kuala Lumpur,Cheese Burger,3,13.9,41.7,SalesRep_03,Delivery,eWallet
TXN0027156,2024-06-16,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Kuala Lumpur,Fries,2,5.9,11.8,SalesRep_12,Dine-in,eWallet
TXN0027157,2024-06-16,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Kuala Lumpur,Fries,3,5.9,17.7,SalesRep_12,Dine-in,eWallet
TXN0027158,2024-06-16,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Kuala Lumpur,Chicken Burger,3,10.9,32.7,SalesRep_01,Takeaway,Card
TXN0027159,2024-06-16,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Kuala Lumpur,Beef Burger,1,12.9,12.9,SalesRep_08,Dine-in,Card
TXN0027160,2024-06-16,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Kuala Lumpur,Chicken Burger,3,10.9,32.7,SalesRep_11,Takeaway,eWallet
TXN0027161,2024-06-16,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Kuala Lumpur,Chicken Burger,1,10.9,10.9,SalesRep_03,Takeaway,eWallet
TXN0027162,2024-06-16,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Kuala Lumpur,Cheese Burger,1,13.9,13.9,SalesRep_03,Takeaway,Card
TXN0027163,2024-06-16,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Kuala Lumpur,Soft Drink,2,3.9,7.8,SalesRep_07,Dine-in,Cash
TXN0027164,2024-06-16,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Kuala Lumpur,Cheese Burger,1,13.9,13.9,SalesRep_07,Takeaway,Card
TXN0027165,2024-06-16,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Kuala Lumpur,Soft Drink,2,3.9,7.8,SalesRep_02,Dine-in,eWallet
TXN0027166,2024-06-16,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Kuala Lumpur,Cheese Burger,1,13.9,13.9,SalesRep_09,Takeaway,eWallet
TXN0027167,2024-06-16,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Kuala Lumpur,Fries,2,5.31,10.62,SalesRep_01,Takeaway,eWallet
TXN0027168,2024-06-16,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Kuala Lumpur,Beef Burger,3,12.9,38.7,SalesRep_09,Delivery,Card
TXN0027169,2024-06-16,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Kuala Lumpur,Soft Drink,3,3.9,11.7,SalesRep_06,Takeaway,Card
TXN0027170,2024-06-16,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Kuala Lumpur,Chicken Burger,1,10.9,10.9,SalesRep_10,Takeaway,eWallet
TXN0027171,2024-06-16,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Kuala Lumpur,Soft Drink,1,3.9,3.9,SalesRep_06,Takeaway,Card
TXN0027172,2024-06-16,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Kuala Lumpur,Cheese Burger,2,13.9,27.8,SalesRep_01,Dine-in,Cash
TXN0027173,2024-06-16,Kuala Lumpur,Bukit Bintang,Bukit Bintang Branch 2,Kuala Lumpur,Beef Burger,3,12.9,38.7,SalesRep_09,Dine-in,Card
TXN0027174,2024-06-16,Penang,George Town,George Town Branch 1,Penang,Veggie Burger,1,11.9,11.9,SalesRep_08,Dine-in,Card
TXN0027175,2024-06-16,Penang,George Town,George Town Branch 1,Penang,Veggie Burger,1,11.9,11.9,SalesRep_03,Delivery,Card
TXN0027176,2024-06-16,Penang,George Town,George Town Branch 1,Penang,Beef Burger,3,12.9,38.7,SalesRep_10,Delivery,eWallet
TXN0027177,2024-06-16,Penang,George Town,George Town Branch 1,Penang,Veggie Burger,1,11.9,11.9,SalesRep_03,Dine-in,Card
TXN0027178,2024-06-16,Penang,George Town,George Town Branch 1,Penang,Cheese Burger,2,13.9,27.8,SalesRep_05,Dine-in,eWallet
TXN0027179,2024-06-16,Penang,George Town,George Town Branch 1,Penang,Beef Burger,2,12.9,25.8,SalesRep_07,Dine-in,eWallet
TXN0027180,2024-06-16,Penang,George Town,George Town Branch 1,Penang,Soft Drink,3,3.9,11.7,SalesRep_05,Takeaway,Card
TXN0027181,2024-06-16,Penang,George Town,George Town Branch 1,Penang,Beef Burger,1,12.9,12.9,SalesRep_10,Dine-in,Card
TXN0027182,2024-06-16,Penang,George Town,George Town Branch 1,Penang,Fries,2,5.9,11.8,SalesRep_09,Takeaway,eWallet
TXN0027183,2024-06-16,Penang,George Town,George Town Branch 1,Penang,Fries,1,5.9,5.9,SalesRep_11,Dine-in,Cash
TXN0027184,2024-06-16,Penang,George Town,George Town Branch 1,Penang,Fries,2,5.9,11.8,SalesRep_09,Takeaway,eWallet
TXN0027185,2024-06-16,Penang,George Town,George Town Branch 2,Penang,Beef Burger,3,12.9,38.7,SalesRep_09,Dine-in,Cash
TXN0027186,2024-06-16,Penang,George Town,George Town Branch 2,Penang,Beef Burger,1,12.9,12.9,SalesRep_09,Takeaway,Cash
TXN0027187,2024-06-16,Penang,George Town,George Town Branch 2,Penang,Soft Drink,1,3.9,3.9,SalesRep_11,Delivery,eWallet
